location,area_sqft,bhk,bath,price
Ahmedabad,4360,3,2,33329213
Patan,3464,3,4,17524571
Amreli,3460,5,3,15348303
Anand,2023,5,4,13142376
Mahuva,1755,3,1,7289521
Bharuch,2937,1,2,12211419
Mehsana,2420,2,2,12421579
Rajkot,2417,4,2,14244175
Surat,1740,4,1,13077218
Valsad,3258,2,1,19234499
Jetpur,3693,4,1,17794288
Mehsana,3185,5,2,20016546
Ahmedabad,3526,3,2,24982968
Navsari,972,2,3,5186745
Veraval,873,2,3,4243771
Vapi,4492,2,2,24193546
Bharuch,1536,1,1,6827063
Sidhpur,4073,2,1,15065703
Gandhinagar,2284,5,3,20932055
Surendranagar,1549,2,1,5950189
Vapi,2362,2,4,15195899
Anand,2353,3,1,10905796
Amreli,1323,5,3,6598299
Veraval,1638,5,4,9201905
Rajkot,2536,2,4,15771887
Gandhinagar,2060,1,2,14723540
Jamnagar,2424,4,1,11995433
Amreli,2657,4,3,13865164
Dahod,384,3,2,1765039
Mahuva,1145,4,2,6129716
Navsari,1469,4,2,7085293
Junagadh,413,1,3,1838449
Vadodara,2411,3,4,14528725
Botad,3972,2,1,18150420
Veraval,2944,5,4,18553939
Gandhidham,1022,1,1,4975508
Navsari,4089,2,3,21643364
Gandhidham,2030,2,2,9815060
Bhavnagar,2975,5,2,19113163
Amreli,3425,2,1,12860115
Bhavnagar,1174,5,4,7445376
Jetpur,1451,4,2,7180815
Bharuch,3296,4,1,17897196
Botad,1659,3,1,7504438
Jetpur,3942,2,3,15915601
Palanpur,617,2,3,2459165
Mehsana,4035,5,4,24667207
Mehsana,3894,3,1,20718341
Bhuj,4214,3,1,23675336
Rajkot,591,4,2,3454398
Valsad,3292,3,1,18196033
Morbi,4148,1,2,17034295
Gandhinagar,829,1,4,6219551
Jetpur,1889,4,2,10900508
Bhuj,871,5,2,4875968
Rajkot,3449,5,1,23870569
Gandhinagar,2785,5,4,23903004
Mehsana,2893,2,2,17395454
Vadodara,4240,5,3,35284796
Amreli,2777,3,3,11471257
Junagadh,1051,5,2,5332315
Porbandar,1018,4,3,5923306
Anand,3014,1,3,16620855
Patan,3572,1,1,16117407
Jamnagar,3524,1,1,13804574
Patan,4388,5,2,24587081
Veraval,1052,4,4,6362337
Gandhidham,2017,3,2,12321830
Valsad,2151,4,2,11531640
Mehsana,1233,4,4,8618980
Morbi,1471,3,3,7595004
Patan,1336,5,2,6285328
Palanpur,497,2,4,2477479
Patan,1219,2,1,4856788
Bhavnagar,1922,5,2,10213290
Mahuva,2118,2,2,8833799
Ahmedabad,2709,1,2,19549412
Surendranagar,3811,1,2,18164676
Navsari,1175,5,3,6028527
Junagadh,397,5,2,2088438
Nadiad,1825,5,1,11759073
Dahod,2287,3,2,9027830
Surat,2010,3,4,15612323
Bharuch,4427,2,2,22326480
Surat,1938,5,1,12146002
Godhra,4442,4,2,18782403
Morbi,3567,4,4,19552958
Navsari,458,1,2,2209781
Palanpur,1445,3,3,6629406
Gondal,661,1,2,3117017
Morbi,1067,5,1,5521504
Dahod,1588,1,2,5528467
Rajkot,4220,1,1,20510346
Palanpur,2161,4,4,11265518
Nadiad,3497,5,3,18695705
Gandhidham,3374,2,3,18053845
Morbi,3001,3,3,16157626
Dahod,2463,1,4,9172442
Porbandar,1001,4,4,4611523
Palanpur,4391,3,4,19366409
Valsad,2141,2,3,13122558
Dahod,1299,5,3,5892381
Mehsana,579,5,4,3699933
Surat,1848,1,2,10539964
Sidhpur,1689,3,1,7428260
Mehsana,2484,5,4,17907480
Dwarka,1637,3,3,9068872
Anand,1941,5,3,13466083
Jamnagar,1626,5,1,10377834
Bhuj,792,3,2,3800797
Surat,3649,1,3,21487051
Jamnagar,1646,1,4,7826856
Navsari,3138,4,1,16378138
Navsari,882,3,1,4170366
Palanpur,958,3,4,5314533
Jetpur,3912,2,2,17764833
Dwarka,1577,3,2,8718954
Gandhinagar,1904,5,4,17105699
Navsari,1660,2,2,8648817
Dahod,2406,5,2,10554558
Navsari,944,5,3,6348839
Gandhinagar,3907,3,4,33058303
Gandhidham,3846,1,4,19896595
Botad,4434,5,4,28298804
Jamnagar,1203,2,2,5150938
Godhra,3198,4,1,13945089
Nadiad,3543,5,3,20072076
Ahmedabad,2155,5,1,16100335
Mehsana,1292,2,2,6886277
Dwarka,465,3,3,2666763
Junagadh,443,3,4,2428539
Mehsana,2260,2,4,12023238
Surat,1226,2,4,7635344
Vadodara,2508,2,2,13696581
Junagadh,3427,4,3,15441008
Mehsana,695,3,1,3379089
Botad,1256,3,2,6255289
Junagadh,626,4,3,3032291
Navsari,549,5,4,3126878
Junagadh,1463,2,3,6896209
Morbi,3646,2,4,16286368
Bhavnagar,2952,2,4,12974194
Morbi,932,1,4,4139079
Dwarka,2433,5,3,12988439
Porbandar,4273,3,1,17183468
Bhavnagar,1961,4,1,11436504
Bhuj,3769,1,2,17675845
Nadiad,824,1,2,3586058
Gandhinagar,458,4,3,4236972
Veraval,1313,2,2,5784407
Mehsana,3299,3,2,19106509
Rajkot,2215,1,1,12688585
Amreli,3197,2,4,12813274
Sidhpur,4164,2,3,18097447
Bharuch,641,1,2,3214419
Veraval,1327,5,4,7381460
Bharuch,650,5,2,3325740
Gondal,997,5,2,5729519
Surat,1256,4,3,8834971
Valsad,1755,1,1,8746034
Mahuva,4427,1,3,19406865
Veraval,1482,4,4,7756886
Amreli,3319,1,1,11101859
Bharuch,4433,3,4,23212025
Jamnagar,1081,3,4,5129661
Palanpur,3594,3,1,16446329
Botad,4093,3,3,17838119
Vadodara,4438,1,1,27066606
Gandhinagar,3453,2,2,22265895
Vadodara,1437,4,2,9185012
Veraval,1033,5,3,5702653
Godhra,564,3,4,2696581
Patan,4304,3,1,19820861
Bhuj,1676,4,2,10044416
Valsad,3220,5,3,21820970
Nadiad,3093,5,2,16140399
Rajkot,1202,5,3,8706650
Rajkot,3874,5,3,28615410
Bhavnagar,1498,2,3,7845793
Gandhinagar,3230,1,3,19989670
Jamnagar,4445,5,3,27237673
Junagadh,4356,5,3,24738407
Mehsana,1486,4,1,7910287
Nadiad,2646,1,1,13652449
Amreli,4203,5,4,21971461
Veraval,1510,3,1,6599802
Nadiad,4310,2,2,23923877
Junagadh,3759,3,4,20164266
Dwarka,4018,4,1,19593197
Godhra,3254,2,1,11386603
Dwarka,898,5,2,5898061
Dahod,350,5,1,1357781
Mahuva,3321,4,2,17787601
Vapi,1883,5,3,14871947
Porbandar,1533,4,1,7925965
Nadiad,691,5,1,3692595
Patan,3166,4,1,14170443
Gandhidham,3125,5,4,17740359
Amreli,2421,3,2,11218849
Gandhidham,890,3,2,4425438
Junagadh,633,4,4,3689081
Botad,1754,3,3,9378344
Mehsana,2758,3,3,14921917
Vapi,2057,3,4,15598354
Ahmedabad,2027,4,1,13105837
Valsad,2006,2,3,13027601
Jamnagar,939,5,4,5782124
Rajkot,365,1,4,2007062
Bhavnagar,4221,2,1,20812292
Surendranagar,884,5,1,4395169
Gondal,2153,5,4,14016083
Mahuva,2325,2,1,10507083
Gondal,888,2,1,4471845
Botad,2105,1,4,9290575
Valsad,1049,4,2,6324006
Botad,1165,5,2,6071132
Porbandar,2412,1,3,11752657
Patan,2258,5,4,13172813
Botad,995,3,4,5043711
Mahuva,894,1,2,3935984
Rajkot,1366,2,1,7409831
Godhra,948,4,4,4120889
Gandhinagar,870,3,1,6131078
Bharuch,1681,4,1,9076533
Bharuch,1166,4,2,5933955
Palanpur,3796,5,1,17018113
Gandhinagar,3893,4,1,26681933
Porbandar,2154,4,2,10796348
Dwarka,2262,5,3,13461453
Junagadh,3201,5,3,18090137
Morbi,1050,5,4,6298447
Dahod,4363,3,2,17900008
Palanpur,2907,3,3,13266642
Botad,2765,4,3,13872724
Junagadh,3950,1,2,18596095
Jamnagar,2590,2,4,13957930
Godhra,1279,2,4,6354103
Rajkot,3761,3,2,23546684
Dahod,1949,1,2,7020853
Bhuj,2601,4,4,13278908
Bhavnagar,1762,2,4,8561180
Amreli,3224,4,2,13266924
Nadiad,1367,4,1,6627396
Bharuch,3011,5,1,13983358
Gandhidham,2689,5,3,17207603
Ahmedabad,950,4,3,6486152
Valsad,3190,5,4,22958963
Ahmedabad,1193,3,1,8904087
Morbi,1555,2,2,7537890
Sidhpur,1169,2,4,5569813
Navsari,2334,2,1,12349139
Amreli,961,5,4,5686720
Navsari,1215,5,4,6492190
Botad,1024,3,1,5028092
Patan,2911,1,1,12510830
Anand,2679,4,2,15152593
Gondal,2262,3,2,10534288
Morbi,1640,2,2,6745268
Botad,1646,5,1,9255625
Gondal,814,3,2,3708363
Jamnagar,2994,2,3,16077026
Sidhpur,731,2,2,3324256
Godhra,615,5,4,3272180
Gandhinagar,3133,5,4,30756700
Nadiad,455,4,1,2600814
Bhavnagar,2264,3,4,12454905
Vapi,3072,1,4,16096341
Nadiad,1272,5,2,7352574
Vapi,1768,4,1,12093166
Vapi,3166,5,1,19793452
Vapi,3397,4,1,24041476
Amreli,992,2,3,3842958
Surendranagar,843,5,3,4540396
Ahmedabad,4290,2,1,25158407
Gandhinagar,1037,1,3,7039978
Nadiad,4094,2,4,19151220
Anand,464,5,3,3272716
Vadodara,3758,2,2,22181251
Rajkot,2654,3,3,15113148
Bharuch,634,3,1,3150048
Gandhidham,1659,1,4,8799448
Veraval,2487,5,3,13708715
Vapi,3323,1,2,17470362
Valsad,4252,3,2,26558680
Botad,2554,2,4,12154083
Surendranagar,2476,3,1,10979938
Anand,586,2,3,3412746
Valsad,573,3,3,3486426
Mahuva,1272,1,3,4951030
Valsad,3962,1,4,22503283
Surendranagar,1622,1,3,7737149
Vadodara,2710,3,2,19705004
Anand,3480,4,3,20805548
Gandhidham,458,3,3,2419091
Dwarka,3299,3,3,19161140
Veraval,4047,5,2,21333602
Mehsana,4447,4,2,27318692
Palanpur,2113,1,2,8181646
Gandhidham,895,5,1,4894183
Surat,610,2,4,4558692
Navsari,2457,5,3,13587921
Rajkot,1965,5,1,14050495
Surat,4334,5,2,33324807
Mahuva,3431,4,3,18173975
Nadiad,2762,2,3,13550332
Gandhinagar,2050,3,2,13473781
Godhra,1985,2,1,7470860
Surat,1822,1,1,11798583
Botad,3086,5,2,16985044
Vapi,2246,2,3,15095275
Botad,452,3,3,2116660
Vadodara,3675,2,4,27266284
Anand,3968,4,3,24568476
Junagadh,4483,4,2,25541226
Porbandar,2295,4,4,10511980
Bharuch,1436,2,4,7263838
Palanpur,651,2,4,2782412
Morbi,722,1,2,3198055
Mehsana,4364,1,4,22005898
Patan,1349,3,2,7041968
Nadiad,2894,4,4,17483811
Nadiad,1521,4,2,9572517
Gondal,442,2,3,2072729
Nadiad,2807,1,1,14558693
Sidhpur,2621,1,2,9245770
Mehsana,4289,5,4,29466611
Valsad,2383,5,1,16232397
Mehsana,3651,1,2,15650200
Valsad,4324,4,1,22553807
Patan,1527,1,3,5620099
Dahod,1465,2,4,5965274
Mehsana,907,3,4,5724851
Bhavnagar,2745,3,2,14454639
Anand,2537,4,2,12618537
Bharuch,1028,4,2,6153307
Sidhpur,4376,5,4,26516215
Botad,3902,4,2,18748751
Vapi,2222,5,4,17272648
Gandhidham,3638,3,3,21224701
Godhra,4446,3,3,18375316
Junagadh,1212,3,4,6304140
Vadodara,2467,1,1,15123550
Gandhidham,1534,5,4,9889090
Dwarka,2947,2,2,16048457
Veraval,1384,5,3,7753429
Jetpur,4054,4,2,18256367
Mahuva,1441,3,2,6789805
Bharuch,4138,3,4,21062026
Anand,1998,5,4,12155404
Bhuj,1593,3,4,8934448
Valsad,2340,5,3,14343605
Jamnagar,832,2,3,4709311
Surendranagar,4350,5,4,25570237
Morbi,1387,1,3,6978033
Ahmedabad,2563,5,2,21094184
Dwarka,4095,3,3,19759118
Bhuj,1773,2,3,8117048
Junagadh,3879,1,3,16879475
Botad,3334,1,3,13009477
Gandhinagar,3084,4,2,25154908
Sidhpur,2489,5,4,12419487
Bhavnagar,784,2,2,4150089
Porbandar,1123,2,3,5430300
Dwarka,4163,5,1,24273451
Jetpur,1869,1,2,9113558
Bhuj,873,1,3,4213258
Amreli,1152,5,1,6334536
Dwarka,4478,4,1,24030171
Bhuj,4219,4,4,24036713
Surat,2867,2,3,19959309
Porbandar,2868,1,1,11505908
Valsad,3592,5,1,21400655
Patan,1881,5,4,10053061
Valsad,1475,1,4,7382333
Porbandar,640,1,1,2803133
Vapi,658,2,4,3689710
Valsad,1184,4,1,7343167
Navsari,1939,1,4,10354411
Veraval,2267,5,2,12147452
Navsari,3999,3,2,21883688
Ahmedabad,716,5,4,6549116
Dwarka,3172,5,2,16983666
Botad,4391,2,3,19443934
Mahuva,3414,2,1,12927583
Navsari,2457,2,2,11572139
Junagadh,1720,2,1,7943082
Rajkot,638,5,4,4340112
Nadiad,602,3,3,3216551
Patan,3036,3,1,15264547
Surat,498,1,2,2604256
Vapi,4357,2,1,26394268
Godhra,4206,2,2,15199473
Porbandar,2600,4,1,13015575
Sidhpur,2934,2,3,13760685
Valsad,2359,1,3,13178981
Valsad,2686,5,3,17309527
Mahuva,418,3,2,1894534
Jetpur,372,1,2,1730431
Gondal,3417,4,3,16699605
Gandhidham,1677,2,1,9135343
Jetpur,2168,1,4,9195386
Sidhpur,2698,5,1,12841405
Mahuva,1058,3,4,5603660
Gandhinagar,2752,3,2,20149222
Bhavnagar,2020,1,4,10223325
Vapi,4102,1,4,26496859
Mehsana,2032,1,2,8959882
Morbi,511,4,4,2595387
Botad,2222,3,4,11334321
Jamnagar,4342,1,3,20611343
Junagadh,4142,1,4,16198575
Veraval,3750,5,4,23093413
Ahmedabad,397,5,3,3710993
Palanpur,3864,2,3,19349811
Bhuj,883,2,1,4586661
Gondal,553,4,3,2681327
Nadiad,3575,4,1,19390556
Dwarka,616,1,3,2618389
Palanpur,1610,2,1,7426275
Bharuch,3793,4,3,22003070
Mahuva,3881,2,4,19828482
Morbi,1410,5,4,7374037
Surendranagar,3310,3,3,16836204
Ahmedabad,2644,2,3,17233914
Junagadh,4261,4,2,19917716
Junagadh,1129,2,1,4748780
Mehsana,2635,5,1,18216199
Surendranagar,4071,5,2,25084221
Sidhpur,4267,1,1,15186323
Dwarka,3550,4,3,20560209
Veraval,1201,5,1,6291970
Rajkot,1597,5,3,11406103
Sidhpur,3095,2,3,13803496
Godhra,1177,5,3,6183560
Sidhpur,2125,1,1,8771001
Bhavnagar,1271,3,4,6770088
Godhra,1729,5,4,8033941
Patan,775,4,4,4184539
Rajkot,2022,4,1,12831695
Junagadh,1754,1,1,7501309
Rajkot,2351,4,1,16077993
Navsari,795,4,2,4033984
Dahod,563,5,3,2465398
Bhavnagar,2603,3,3,13707067
Ahmedabad,3000,4,3,23240308
Bhuj,839,1,1,3709294
Vapi,2557,2,4,15239809
Nadiad,571,1,3,2932145
Jetpur,3134,2,1,15646272
Amreli,4232,4,3,23197551
Gandhinagar,2528,2,1,18233279
Ahmedabad,1603,4,1,11574159
Rajkot,1384,5,4,10340137
Morbi,1849,2,2,8717090
Bharuch,1400,2,4,7505309
Vadodara,4240,1,4,25278706
Palanpur,4011,5,3,22276299
Vapi,3130,1,4,19116156
Morbi,2755,5,4,14836621
Mahuva,3500,3,3,18714144
Nadiad,1869,4,1,11106303
Veraval,2452,5,4,15205722
Bharuch,1659,5,1,9472850
Veraval,1855,2,3,9610849
Amreli,4107,2,2,17875996
Vadodara,3856,3,2,27441273
Jetpur,1368,1,1,6084582
Surendranagar,1396,5,2,7049959
Surat,2136,2,1,14785845
Patan,1177,5,3,7058218
Nadiad,4040,5,1,21564849
Junagadh,424,1,4,1611323
Valsad,465,4,3,3384948
Junagadh,2374,2,3,12335169
Rajkot,2546,1,1,12103571
Patan,835,4,1,4352948
Dahod,3429,2,3,12240278
Nadiad,2195,5,1,13736236
Vadodara,946,5,2,6110862
Morbi,3059,1,4,14374820
Patan,4145,2,4,18345879
Amreli,4233,3,2,20392973
Dahod,3250,3,4,14247025
Mahuva,4486,3,2,18554848
Porbandar,4372,5,3,24524491
Junagadh,541,5,3,2517579
Dahod,3069,4,2,12174408
Vapi,467,3,2,2756125
Vadodara,3106,4,2,20916988
Jetpur,2238,1,1,10007467
Gandhinagar,2636,5,2,24218077
Gondal,1890,3,3,10389070
Rajkot,679,4,4,4639224
Nadiad,2856,5,1,17818226
Botad,2909,1,4,13025369
Bhuj,1428,5,1,8227607
Ahmedabad,2342,1,3,15125725
Vadodara,3196,4,4,22096067
Surendranagar,681,4,3,4009016
Bhuj,2359,2,4,12719220
Gandhidham,1659,1,2,7892962
Godhra,3392,1,3,14577817
Navsari,2628,2,1,13609205
Surat,443,1,2,2396062
Vadodara,374,5,3,2761011
Junagadh,3371,5,3,19116721
Morbi,2518,1,2,10074518
Dwarka,899,3,2,4453999
Gandhinagar,736,5,3,7027507
Amreli,2942,4,2,14539730
Dahod,432,4,3,1966575
Mehsana,2258,4,3,12318162
Bharuch,1233,3,2,5901244
Bharuch,2820,5,1,16865028
Godhra,3045,1,4,13295615
Porbandar,3582,2,2,17933469
Palanpur,3594,3,1,15991155
Sidhpur,1389,5,4,7106234
Nadiad,4285,5,3,26218171
Bhavnagar,2219,3,3,11774956
Dahod,824,2,3,3214531
Bharuch,655,3,4,3056459
Vadodara,2798,5,2,19913386
Jamnagar,2657,5,1,14891647
Gandhidham,1882,2,3,9676856
Godhra,1153,2,4,5465035
Bhavnagar,3083,1,2,12292035
Junagadh,4179,5,4,23770799
Palanpur,1301,4,3,7311823
Patan,959,3,4,5313808
Dwarka,2086,5,4,14405509
Rajkot,3404,4,1,17753165
Patan,2853,2,3,12613017
Bhuj,3360,1,3,16766600
Vadodara,3564,5,4,28325285
Gandhidham,2842,2,2,12731748
Nadiad,2830,5,2,17618476
Anand,2686,2,1,13357448
Dahod,4149,2,3,14234483
Anand,597,3,2,2816841
Jamnagar,769,1,4,3576675
Vadodara,3227,1,4,20157048
Surat,1309,3,2,7876970
Amreli,4287,4,1,20724270
Anand,4088,3,2,24941620
Mehsana,1667,2,2,9246434
Jamnagar,3904,4,2,22933117
Sidhpur,3541,5,4,20725757
Patan,4117,4,2,19288962
Junagadh,4470,5,4,25017187
Gondal,3552,5,1,20226189
Bhavnagar,4431,2,2,18952351
Jamnagar,3276,3,1,17442976
Bhuj,486,2,4,2397219
Anand,511,2,2,2361175
Godhra,1859,3,4,8277179
Anand,1350,2,1,5863014
Jamnagar,4191,5,3,27251699
Surendranagar,4115,1,4,20042853
Botad,3259,1,1,12566702
Bhuj,436,4,3,2503784
Anand,2867,5,4,18241507
Mehsana,4172,1,2,21076692
Dahod,2259,4,4,9829319
Anand,1589,1,4,7458222
Patan,3455,1,3,15320271
Valsad,2769,3,4,19096562
Rajkot,2345,3,4,14160898
Anand,1168,3,4,5720716
Vapi,2056,2,2,13223176
Sidhpur,1553,4,2,7795418
Dahod,385,1,2,1270455
Valsad,844,4,3,4950162
Bhuj,3910,4,1,19599193
Gondal,1134,2,2,5407031
Veraval,4086,4,2,22694111
Mahuva,2699,5,4,16836921
Dahod,4052,5,4,16836824
Dwarka,1594,5,3,10758492
Palanpur,3910,3,2,16131817
Veraval,2639,1,4,11802507
Bhuj,4331,1,3,18497692
Veraval,509,1,2,2022242
Morbi,1541,4,2,7498331
Amreli,831,2,2,3310290
Morbi,3771,5,2,19502863
Valsad,1822,4,4,10883097
Nadiad,4155,3,1,22959755
Gandhinagar,2506,4,2,20962252
Rajkot,1815,2,4,10817118
Dwarka,2044,3,2,9876575
Porbandar,606,4,1,2648487
Dahod,2766,1,1,9821222
Mahuva,2010,2,3,8749224
Morbi,2484,3,1,13046507
Palanpur,3357,5,1,14697290
Gondal,3066,3,3,13480420
Valsad,3935,4,1,24673157
Surat,3469,4,2,22427077
Vapi,2847,2,2,14580143
Patan,1788,3,3,8086723
Palanpur,3382,1,1,12999732
Vadodara,1882,2,1,11359714
Gondal,3634,4,3,19074567
Dwarka,3845,5,4,23205196
Ahmedabad,2790,5,4,24710289
Rajkot,831,2,3,4884624
Botad,3996,4,4,20864396
Vapi,2865,4,2,16650241
Palanpur,3018,1,2,12935403
Morbi,2739,1,3,11326782
Gandhinagar,912,3,1,6506691
Surat,3409,5,1,21935506
Ahmedabad,1894,1,3,13093343
Godhra,2726,1,1,9153929
Veraval,3088,4,1,18438487
Gandhinagar,1833,4,4,14596440
Gandhinagar,1652,1,4,13461541
Palanpur,4055,2,4,17764086
Porbandar,2505,5,2,12609473
Vapi,4499,2,2,30509539
Bhavnagar,1222,4,4,7915869
Botad,3827,2,3,15661714
Bhavnagar,2455,4,1,11481581
Ahmedabad,2185,2,3,16530508
Vadodara,1985,2,3,14328558
Surat,2797,2,4,20054412
Navsari,4329,2,4,21790350
Rajkot,1864,2,3,11121110
Mahuva,1365,3,4,7134794
Godhra,3742,2,1,14980706
Godhra,3729,4,2,15280451
Dwarka,1333,2,3,6865440
Godhra,3702,2,1,14513222
Anand,1178,3,4,7011747
Bhuj,3987,2,1,19371268
Mehsana,3192,2,1,14242975
Surat,813,3,4,6038654
Patan,1843,4,1,8841094
Porbandar,1764,5,3,10735591
Valsad,2020,1,2,9389472
Jamnagar,1635,1,4,8216574
Veraval,1023,1,4,5423829
Veraval,4064,3,4,23930830
Gandhidham,3560,2,1,19886517
Junagadh,3749,3,3,18745905
Anand,2177,4,3,11172855
Palanpur,3660,3,3,15464475
Morbi,1976,5,1,9004772
Vadodara,623,4,4,4238898
Surat,3111,5,3,23333553
Veraval,2890,3,3,14624125
Navsari,612,3,4,3719245
Botad,4379,5,4,27212530
Mahuva,4192,2,3,19545420
Bhuj,3261,1,3,14781132
Valsad,2053,2,3,10922539
Mahuva,1886,3,2,7893641
Nadiad,1291,1,4,6956772
Ahmedabad,2966,4,3,23232447
Vadodara,1849,2,1,11815746
Mahuva,1072,5,1,4701952
Jetpur,2179,4,1,9686338
Dwarka,1557,4,2,7934209
Valsad,4117,3,1,24402462
Mahuva,1588,2,2,7357949
Surat,2180,4,4,16099365
Sidhpur,4211,1,4,16426427
Rajkot,488,2,3,2649666
Jamnagar,768,2,2,4093876
Bhuj,4336,5,3,27859125
Botad,1447,3,3,6641470
Surendranagar,2170,3,1,10367622
Gandhidham,4077,5,2,27616203
Sidhpur,3677,2,2,17349333
Surat,1496,1,3,9154945
Dahod,3798,5,4,17278831
Patan,1212,2,1,4375290
Sidhpur,4082,1,1,15713055
Gandhinagar,3575,2,4,26902176
Botad,1903,3,1,7974390
Jamnagar,1612,3,1,8678993
Surat,4414,1,4,25638484
Dwarka,797,1,4,4414124
Dwarka,4420,1,3,22539093
Palanpur,4046,4,1,18423297
Ahmedabad,840,5,4,6552597
Valsad,825,1,3,4856517
Amreli,4218,3,2,18509453
Gandhidham,3251,2,2,15136863
Navsari,3366,1,3,16142906
Vadodara,1049,1,4,6107637
Junagadh,954,3,4,4896627
Bhavnagar,2285,4,2,11690285
Vapi,2476,2,1,14793839
Dahod,1724,3,2,7384415
Palanpur,608,2,1,2577493
Porbandar,1735,5,3,8980396
Gondal,4288,2,4,22499465
Gandhidham,1402,3,4,7342344
Mahuva,465,2,1,2277246
Bhuj,2639,4,3,15734087
Vapi,2585,5,2,16834207
Navsari,3624,2,4,18266575
Gandhidham,4377,1,3,24049252
Vadodara,4356,1,2,22767570
Junagadh,3849,5,1,18468835
Vadodara,2648,3,1,16168235
Sidhpur,4062,2,3,17113065
Amreli,4325,5,3,19762382
Junagadh,2518,4,4,15030947
Nadiad,395,3,1,1993334
Gandhinagar,2310,2,1,14627539
Mahuva,2004,5,1,9887671
Anand,2413,1,1,12291845
Patan,2646,3,3,13196966
Bhavnagar,2091,1,2,10694122
Bhuj,1323,4,4,7333763
Mehsana,3201,5,2,20677799
Surendranagar,2248,4,2,11154095
Patan,466,4,4,2652593
Bhuj,952,3,4,5322619
Sidhpur,1993,1,4,8289542
Amreli,4205,1,2,16448997
Bhuj,3179,3,2,14316655
Surat,2119,1,3,12193298
Valsad,4199,2,2,22623652
Morbi,613,4,2,2940434
Amreli,2137,1,1,9429394
Surendranagar,2296,2,4,11061092
Surat,3432,5,4,28794133
Porbandar,3644,3,3,17469124
Rajkot,3851,1,3,17675648
Mehsana,2298,1,2,11512824
Godhra,3150,1,2,10472174
Sidhpur,1344,1,1,5873103
Vapi,4388,2,4,27469479
Dahod,2254,2,3,9018880
Porbandar,3748,4,4,22541028
Botad,3313,1,2,16245145
Surendranagar,362,2,1,1585841
Bhuj,1293,4,2,7238270
Ahmedabad,3819,1,1,26698557
Godhra,2202,4,3,11947757
Mehsana,1158,2,3,6702996
Botad,3302,1,4,15071518
Anand,2743,4,1,16065644
Dahod,3854,3,3,17839783
Dwarka,698,3,3,3274537
Jamnagar,3277,3,3,16300326
Sidhpur,3285,4,4,18836905
Bharuch,397,3,3,1845444
Palanpur,4262,2,3,17932345
Gandhidham,1057,5,1,6124110
Junagadh,4001,3,1,20546870
Botad,2811,4,1,15035597
Valsad,2409,5,3,18425874
Gandhinagar,2093,3,1,14857221
Anand,3317,2,2,17486396
Dahod,2808,2,1,9524611
Botad,799,1,4,3455870
Patan,2082,5,2,10476602
Surendranagar,2361,4,4,12597360
Mehsana,3730,2,3,18967494
Morbi,844,1,4,3434052
Mahuva,555,4,2,2685952
Amreli,546,5,3,3170811
Jamnagar,2969,3,2,14762245
Jamnagar,3834,2,2,20520227
Amreli,1606,3,2,7712717
Amreli,1408,4,1,6876819
Bhuj,1338,1,1,5043537
Bhavnagar,2882,3,3,14085537
Rajkot,4417,4,2,28803000
Mahuva,2624,3,4,13452727
Nadiad,2994,5,4,16123871
Surat,652,5,1,4797623
Porbandar,740,2,4,3502334
Mahuva,1258,2,3,5977479
Jetpur,528,2,4,2297539
Morbi,2251,4,4,13345029
Surat,3594,2,2,25130287
Palanpur,1934,3,2,9737412
Patan,4453,2,1,21411311
Dwarka,4433,1,1,22662898
Nadiad,589,2,1,3140034
Sidhpur,2190,1,2,7888554
Surendranagar,3738,2,2,18082971
Bhavnagar,2645,3,2,11584320
Nadiad,2809,1,2,11862842
Mahuva,2413,2,1,9318308
Gandhidham,2595,2,3,12347137
Mehsana,2207,4,4,13791201
Rajkot,953,3,1,4791005
Morbi,4123,3,2,21303141
Jamnagar,1188,5,4,7524951
Godhra,2694,4,2,12498767
Gondal,754,4,1,3389823
Porbandar,2389,1,4,12030122
Godhra,4332,4,3,23137663
Junagadh,3273,2,1,12999476
Bhuj,4155,3,1,19990995
Gandhinagar,2488,5,3,23898869
Bhuj,3548,4,4,18006904
Nadiad,3391,5,2,18205397
Sidhpur,2313,3,3,11369975
Jamnagar,1298,1,3,6266600
Bharuch,2018,5,1,9321959
Dwarka,4157,3,1,18910859
Veraval,2685,4,4,14341718
Nadiad,2761,5,2,14988610
Gandhinagar,1139,5,4,10324742
Anand,1749,3,3,10812824
Ahmedabad,505,2,4,3762609
Bhavnagar,2575,2,2,13500452
Valsad,1024,2,4,6137725
Bharuch,2196,4,2,10512727
Mehsana,1539,5,4,11443963
Veraval,3013,5,2,17058889
Ahmedabad,1509,5,1,11787222
Bharuch,1309,2,3,6868754
Surendranagar,3264,1,4,16427164
Surendranagar,3866,3,1,20763857
Nadiad,2041,3,3,10891107
Bharuch,1201,2,3,5143957
Vapi,3703,2,3,22478375
Ahmedabad,1936,2,4,12854554
Junagadh,1507,4,1,7612674
Porbandar,1204,2,2,4926109
Vadodara,3561,4,4,22724771
Rajkot,4203,1,1,23204857
Mahuva,3302,1,3,16301199
Anand,4336,1,4,19763721
Jetpur,661,2,3,3117649
Botad,1285,1,2,5819330
Dahod,352,3,3,1513521
Ahmedabad,1878,1,3,10828865
Mahuva,2000,2,4,8275568
Veraval,3925,3,2,18208043
Bhavnagar,1711,3,4,10298256
Dahod,1449,5,2,6814841
Navsari,1016,5,3,5291744
